"","Channel 7 Ave. (C)"
"09:15:00","-10.498"
"09:15:10","-10.596"
"09:15:20","-10.708"
"09:15:30","-10.641"
"09:15:40","-10.664"
"09:15:50","-10.674"
"09:16:00","-10.707"
"09:16:10","-10.708"
"09:16:20","-10.612"
"09:16:30","-10.530"
"09:16:40","-10.510"
"09:16:50","-10.497"
"09:17:00","-10.434"
"09:17:10","-10.401"
"09:17:20","-10.370"
"09:17:30","-10.343"
"09:17:40","-10.309"
"09:17:50","-10.263"
"09:18:00","-10.244"
"09:18:10","-10.231"
"09:18:20","-10.219"
"09:18:30","-10.184"
"09:18:40","-10.174"
"09:18:50","-10.116"
"09:19:00","-10.069"
"09:19:10","-10.037"
"09:19:20","-10.001"
"09:19:30","-9.964"
"09:19:40","-9.922"
"09:19:50","-9.898"
"09:20:00","-9.860"
"09:20:10","-9.811"
"09:20:20","-9.778"
"09:20:30","-9.749"
"09:20:40","-9.702"
"09:20:50","-9.680"
"09:21:00","-9.629"
"09:21:10","-9.586"
"09:21:20","-9.553"
"09:21:30","-9.507"
"09:21:40","-9.476"
"09:21:50","-9.441"
"09:22:00","-9.411"
"09:22:10","-9.372"
"09:22:20","-9.333"
"09:22:30","-9.280"
"09:22:40","-9.239"
"09:22:50","-9.201"
"09:23:00","-9.169"
"09:23:10","-9.131"
"09:23:20","-9.099"
"09:23:30","-9.057"
"09:23:40","-9.013"
"09:23:50","-8.972"
"09:24:00","-8.932"
"09:24:10","-8.906"
"09:24:20","-8.933"
"09:24:30","-8.987"
"09:24:40","-9.160"
"09:24:50","-9.356"
"09:25:00","-9.537"
"09:25:10","-9.706"
"09:25:20","-9.921"
"09:25:30","-10.207"
"09:25:40","-10.498"
"09:25:50","-10.708"
"09:26:00","-10.754"
"09:26:10","-10.862"
"09:26:20","-10.760"
"09:26:30","-10.728"
"09:26:40","-10.644"
"09:26:50","-10.696"
"09:27:00","-10.643"
"09:27:10","-10.581"
"09:27:20","-10.564"
"09:27:30","-10.528"
"09:27:40","-10.473"
"09:27:50","-10.428"
"09:28:00","-10.385"
"09:28:10","-10.375"
"09:28:20","-10.379"
"09:28:30","-10.342"
"09:28:40","-10.286"
"09:28:50","-10.257"
"09:29:00","-10.211"
"09:29:10","-10.181"
"09:29:20","-10.169"
"09:29:30","-10.144"
"09:29:40","-10.109"
"09:29:50","-10.079"
"09:30:00","-10.038"
"09:30:10","-10.000"
"09:30:20","-9.970"
"09:30:30","-9.932"
"09:30:40","-9.903"
"09:30:50","-9.852"
"09:31:00","-9.821"
"09:31:10","-9.765"
"09:31:20","-9.738"
"09:31:30","-9.688"
"09:31:40","-9.651"
"09:31:50","-9.610"
"09:32:00","-9.569"
"09:32:10","-9.539"
"09:32:20","-9.500"
"09:32:30","-9.462"
"09:32:40","-9.429"
"09:32:50","-9.382"
"09:33:00","-9.339"
"09:33:10","-9.312"
"09:33:20","-9.274"
"09:33:30","-9.235"
"09:33:40","-9.196"
"09:33:50","-9.157"
"09:34:00","-9.112"
"09:34:10","-9.076"
"09:34:20","-9.032"
"09:34:30","-8.970"
"09:34:40","-8.959"
"09:34:50","-8.971"
"09:35:00","-9.032"
"09:35:10","-9.203"
"09:35:20","-9.374"
"09:35:30","-9.529"
"09:35:40","-9.690"
"09:35:50","-9.896"
"09:36:00","-10.152"
"09:36:10","-10.411"
"09:36:20","-10.651"
"09:36:30","-10.812"
"09:36:40","-10.798"
"09:36:50","-10.868"
"09:37:00","-10.933"
"09:37:10","-10.812"
"09:37:20","-10.769"
"09:37:30","-10.686"
"09:37:40","-10.645"
"09:37:50","-10.671"
"09:38:00","-10.606"
"09:38:10","-10.516"
"09:38:20","-10.494"
"09:38:30","-10.472"
"09:38:40","-10.448"
"09:38:50","-10.429"
"09:39:00","-10.403"
"09:39:10","-10.394"
"09:39:20","-10.371"
"09:39:30","-10.353"
"09:39:40","-10.334"
"09:39:50","-10.287"
"09:40:00","-10.244"
"09:40:10","-10.228"
"09:40:20","-10.187"
"09:40:30","-10.149"
"09:40:40","-10.114"
"09:40:50","-10.065"
"09:41:00","-10.039"
"09:41:10","-9.999"
"09:41:20","-9.967"
"09:41:30","-9.921"
"09:41:40","-9.880"
"09:41:50","-9.831"
"09:42:00","-9.779"
"09:42:10","-9.748"
"09:42:20","-9.712"
"09:42:30","-9.688"
"09:42:40","-9.659"
"09:42:50","-9.610"
"09:43:00","-9.569"
"09:43:10","-9.549"
"09:43:20","-9.504"
"09:43:30","-9.467"
"09:43:40","-9.419"
"09:43:50","-9.389"
"09:44:00","-9.330"
"09:44:10","-9.316"
"09:44:20","-9.279"
"09:44:30","-9.229"
"09:44:40","-9.189"
"09:44:50","-9.147"
"09:45:00","-9.107"
"09:45:10","-9.066"
"09:45:20","-9.027"
"09:45:30","-9.023"
"09:45:40","-9.064"
"09:45:50","-9.141"
"09:46:00","-9.313"
"09:46:10","-9.533"
"09:46:20","-9.701"
"09:46:30","-9.861"
"09:46:40","-10.100"
"09:46:50","-10.338"
"09:47:00","-10.505"
"09:47:10","-10.665"
"09:47:20","-10.746"
"09:47:30","-10.756"
"09:47:40","-10.711"
"09:47:50","-10.756"
"09:48:00","-10.745"
"09:48:10","-10.740"
"09:48:20","-10.658"
"09:48:30","-10.581"
"09:48:40","-10.580"
"09:48:50","-10.564"
"09:49:00","-10.591"
"09:49:10","-10.529"
"09:49:20","-10.299"
"09:49:30","-9.917"
"09:49:40","-9.456"
"09:49:50","-8.949"
"09:50:00","-8.428"
"09:50:10","-7.913"
"09:50:20","-7.389"
"09:50:30","-6.878"
"09:50:40","-6.355"
"09:50:50","-5.855"
"09:51:00","-5.361"
"09:51:10","-4.829"
"09:51:20","-4.301"
"09:51:30","-3.821"
"09:51:40","-3.346"
"09:51:50","-2.877"
"09:52:00","-2.394"
"09:52:10","-1.951"
"09:52:20","-1.583"
"09:52:30","-1.304"
"09:52:40","-1.089"
"09:52:50","-0.899"
"09:53:00","-0.734"
"09:53:10","-0.587"
"09:53:20","-0.418"
"09:53:30","-0.273"
"09:53:40","-0.138"
"09:53:50","-0.028"
"09:54:00","0.114"
"09:54:10","0.244"
"09:54:20","0.354"
"09:54:30","0.489"
"09:54:40","0.609"
"09:54:50","0.724"
"09:55:00","0.817"
"09:55:10","0.927"
"09:55:20","1.029"
"09:55:30","1.147"
"09:55:40","1.254"
"09:55:50","1.382"
"09:56:00","1.488"
"09:56:10","1.567"
"09:56:20","1.522"
"09:56:30","1.427"
"09:56:40","1.356"
"09:56:50","1.224"
"09:57:00","1.156"
"09:57:10","1.081"
"09:57:20","0.688"
"09:57:30","0.388"
"09:57:40","0.117"
"09:57:50","0.122"
"09:58:00","0.175"
"09:58:10","0.440"
"09:58:20","0.549"
"09:58:30","0.528"
"09:58:40","0.456"
"09:58:50","0.531"
"09:59:00","0.575"
"09:59:10","0.551"
"09:59:20","0.681"
"09:59:30","0.839"
"09:59:40","0.873"
"09:59:50","0.800"
"10:00:00","0.810"
"10:00:10","0.844"
"10:00:20","0.968"
"10:00:30","1.106"
"10:00:40","1.085"
"10:00:50","1.058"
"10:01:00","1.163"
"10:01:10","1.216"
"10:01:20","1.323"
"10:01:30","1.313"
"10:01:40","1.319"
"10:01:50","1.346"
"10:02:00","1.455"
"10:02:10","1.514"
"10:02:20","1.554"
"10:02:30","1.596"
"10:02:40","1.677"
"10:02:50","1.734"
"10:03:00","1.778"
"10:03:10","1.835"
"10:03:20","1.888"
"10:03:30","1.967"
"10:03:40","2.026"
"10:03:50","2.080"
"10:04:00","2.132"
"10:04:10","2.215"
"10:04:20","2.297"
"10:04:30","2.344"
"10:04:40","2.402"
"10:04:50","2.464"
"10:05:00","2.525"
"10:05:10","2.600"
"10:05:20","2.680"
"10:05:30","2.714"
"10:05:40","2.767"
"10:05:50","2.826"
"10:06:00","2.907"
"10:06:10","2.987"
"10:06:20","3.033"
"10:06:30","3.118"
"10:06:40","3.174"
"10:06:50","3.186"
"10:07:00","3.046"
"10:07:10","2.877"
"10:07:20","2.757"
"10:07:30","2.619"
"10:07:40","2.473"
"10:07:50","2.170"
"10:08:00","1.715"
"10:08:10","1.451"
"10:08:20","1.235"
"10:08:30","1.208"
"10:08:40","1.131"
"10:08:50","1.249"
"10:09:00","1.424"
"10:09:10","1.424"
"10:09:20","1.477"
"10:09:30","1.460"
"10:09:40","1.502"
"10:09:50","1.501"
"10:10:00","1.611"
"10:10:10","1.751"
"10:10:20","1.871"
"10:10:30","1.805"
"10:10:40","1.866"
"10:10:50","1.899"
"10:11:00","1.920"
"10:11:10","1.938"
"10:11:20","2.042"
"10:11:30","2.036"
"10:11:40","2.077"
"10:11:50","2.157"
"10:12:00","2.240"
"10:12:10","2.295"
"10:12:20","2.306"
"10:12:30","2.333"
"10:12:40","2.380"
"10:12:50","2.425"
"10:13:00","2.482"
"10:13:10","2.535"
"10:13:20","2.590"
"10:13:30","2.651"
"10:13:40","2.699"
"10:13:50","2.764"
"10:14:00","2.830"
"10:14:10","2.898"
"10:14:20","2.958"
"10:14:30","3.037"
"10:14:40","3.107"
"10:14:50","3.164"
"10:15:00","3.240"
"10:15:10","3.296"
"10:15:20","3.387"
"10:15:30","3.452"
"10:15:40","3.512"
"10:15:50","3.582"
"10:16:00","3.658"
"10:16:10","3.715"
"10:16:20","3.799"
"10:16:30","3.888"
"10:16:40","3.964"
"10:16:50","4.011"
"10:17:00","4.093"
"10:17:10","4.184"
"10:17:20","4.234"
"10:17:30","4.242"
"10:17:40","4.118"
"10:17:50","3.968"
"10:18:00","3.806"
"10:18:10","3.706"
"10:18:20","3.593"
"10:18:30","3.264"
"10:18:40","2.929"
"10:18:50","2.379"
"10:19:00","2.371"
"10:19:10","2.274"
"10:19:20","2.363"
"10:19:30","2.647"
"10:19:40","2.664"
"10:19:50","2.728"
"10:20:00","2.739"
"10:20:10","2.804"
"10:20:20","2.743"
"10:20:30","2.740"
"10:20:40","2.780"
"10:20:50","2.829"
"10:21:00","2.988"
"10:21:10","2.980"
"10:21:20","2.947"
"10:21:30","3.015"
"10:21:40","3.096"
"10:21:50","3.068"
"10:22:00","3.071"
"10:22:10","3.212"
"10:22:20","3.346"
"10:22:30","3.377"
"10:22:40","3.374"
"10:22:50","3.346"
"10:23:00","3.442"
"10:23:10","3.548"
"10:23:20","3.639"
"10:23:30","3.673"
"10:23:40","3.717"
"10:23:50","3.753"
"10:24:00","3.779"
"10:24:10","3.868"
"10:24:20","3.893"
"10:24:30","3.959"
"10:24:40","4.038"
"10:24:50","4.095"
"10:25:00","4.156"
"10:25:10","4.216"
"10:25:20","4.291"
"10:25:30","4.351"
"10:25:40","4.401"
"10:25:50","4.473"
"10:26:00","4.544"
"10:26:10","4.602"
"10:26:20","4.662"
"10:26:30","4.740"
"10:26:40","4.795"
"10:26:50","4.866"
"10:27:00","4.920"
"10:27:10","5.000"
"10:27:20","5.067"
"10:27:30","5.109"
"10:27:40","5.196"
"10:27:50","5.261"
"10:28:00","5.325"
"10:28:10","5.371"
"10:28:20","5.368"
"10:28:30","5.243"
"10:28:40","5.121"
"10:28:50","4.973"
"10:29:00","4.827"
"10:29:10","4.766"
"10:29:20","4.578"
"10:29:30","4.198"
"10:29:40","3.825"
"10:29:50","3.584"
"10:30:00","3.511"
"10:30:10","3.331"
"10:30:20","3.539"
"10:30:30","3.602"
"10:30:40","3.703"
"10:30:50","3.805"
"10:31:00","3.755"
"10:31:10","3.736"
"10:31:20","3.855"
"10:31:30","3.888"
"10:31:40","3.882"
"10:31:50","3.848"
"10:32:00","3.731"
"10:32:10","3.808"
"10:32:20","3.965"
"10:32:30","3.992"
"10:32:40","4.029"
"10:32:50","4.111"
"10:33:00","4.133"
"10:33:10","4.246"
"10:33:20","4.321"
"10:33:30","4.326"
"10:33:40","4.396"
"10:33:50","4.433"
"10:34:00","4.480"
"10:34:10","4.478"
"10:34:20","4.624"
"10:34:30","4.714"
"10:34:40","4.769"
"10:34:50","4.822"
"10:35:00","4.881"
"10:35:10","4.949"
"10:35:20","5.029"
"10:35:30","5.107"
"10:35:40","5.197"
"10:35:50","5.278"
"10:36:00","5.382"
"10:36:10","5.464"
"10:36:20","5.579"
"10:36:30","5.651"
"10:36:40","5.753"
"10:36:50","5.882"
"10:37:00","5.982"
"10:37:10","6.090"
"10:37:20","6.205"
"10:37:30","6.311"
"10:37:40","6.434"
"10:37:50","6.539"
"10:38:00","6.666"
"10:38:10","6.803"
"10:38:20","6.934"
"10:38:30","7.056"
"10:38:40","7.196"
"10:38:50","7.268"
"10:39:00","7.127"
"10:39:10","6.814"
"10:39:20","6.507"
"10:39:30","6.179"
"10:39:40","5.883"
"10:39:50","5.509"
"10:40:00","4.917"
"10:40:10","4.429"
"10:40:20","4.112"
"10:40:30","3.745"
"10:40:40","3.519"
"10:40:50","3.594"
"10:41:00","3.630"
"10:41:10","3.459"
"10:41:20","3.279"
"10:41:30","2.950"
"10:41:40","2.886"
"10:41:50","2.717"
"10:42:00","2.570"
"10:42:10","2.422"
"10:42:20","2.382"
"10:42:30","2.154"
"10:42:40","1.995"
"10:42:50","1.809"
"10:43:00","1.762"
"10:43:10","1.723"
"10:43:20","1.559"
"10:43:30","1.422"
"10:43:40","1.354"
"10:43:50","1.244"
"10:44:00","1.137"
"10:44:10","0.917"
"10:44:20","0.850"
"10:44:30","0.765"
"10:44:40","0.744"
"10:44:50","0.694"
"10:45:00","0.705"
"10:45:10","0.737"
"10:45:20","0.757"
"10:45:30","0.815"
"10:45:40","0.877"
"10:45:50","0.972"
"10:46:00","1.054"
"10:46:10","1.142"
"10:46:20","1.231"
"10:46:30","1.343"
"10:46:40","1.450"
"10:46:50","1.566"
"10:47:00","1.710"
"10:47:10","1.770"
"10:47:20","1.876"
"10:47:30","2.002"
"10:47:40","2.111"
"10:47:50","2.221"
"10:48:00","2.346"
"10:48:10","2.461"
"10:48:20","2.603"
"10:48:30","2.710"
"10:48:40","2.807"
"10:48:50","2.920"
"10:49:00","3.044"
"10:49:10","3.154"
"10:49:20","3.260"
"10:49:30","3.303"
"10:49:40","3.249"
"10:49:50","3.158"
"10:50:00","3.072"
"10:50:10","3.023"
"10:50:20","2.915"
"10:50:30","2.729"
"10:50:40","2.356"
"10:50:50","2.054"
"10:51:00","1.914"
"10:51:10","1.860"
"10:51:20","1.994"
"10:51:30","2.037"
"10:51:40","2.234"
"10:51:50","2.253"
"10:52:00","2.274"
"10:52:10","2.336"
"10:52:20","2.309"
"10:52:30","2.500"
"10:52:40","2.577"
"10:52:50","2.609"
"10:53:00","2.708"
"10:53:10","2.715"
"10:53:20","2.731"
"10:53:30","2.815"
"10:53:40","2.922"
"10:53:50","3.023"
"10:54:00","3.007"
"10:54:10","3.041"
"10:54:20","3.195"
"10:54:30","3.208"
"10:54:40","3.314"
"10:54:50","3.374"
"10:55:00","3.450"
"10:55:10","3.535"
"10:55:20","3.608"
"10:55:30","3.682"
"10:55:40","3.706"
"10:55:50","3.761"
"10:56:00","3.833"
"10:56:10","3.898"
"10:56:20","3.967"
"10:56:30","4.009"
"10:56:40","4.080"
"10:56:50","4.144"
"10:57:00","4.222"
"10:57:10","4.278"
"10:57:20","4.346"
"10:57:30","4.416"
"10:57:40","4.501"
"10:57:50","4.550"
"10:58:00","4.621"
"10:58:10","4.670"
"10:58:20","4.757"
"10:58:30","4.800"
"10:58:40","4.851"
"10:58:50","4.942"
"10:59:00","5.005"
"10:59:10","5.065"
"10:59:20","5.125"
"10:59:30","5.187"
"10:59:40","5.254"
"10:59:50","5.308"
"11:00:00","5.378"
"11:00:10","5.383"
"11:00:20","5.277"
"11:00:30","5.112"
"11:00:40","4.994"
"11:00:50","4.919"
"11:01:00","4.730"
"11:01:10","4.385"
"11:01:20","3.957"
"11:01:30","3.661"
"11:01:40","3.434"
"11:01:50","3.391"
"11:02:00","3.367"
"11:02:10","3.669"
"11:02:20","3.617"
"11:02:30","3.638"
"11:02:40","3.732"
"11:02:50","3.717"
"11:03:00","3.772"
"11:03:10","3.769"
"11:03:20","3.883"
"11:03:30","3.929"
"11:03:40","3.833"
"11:03:50","3.748"
"11:04:00","3.776"
"11:04:10","3.817"
"11:04:20","3.916"
"11:04:30","4.020"
"11:04:40","4.077"
"11:04:50","4.078"
"11:05:00","4.157"
"11:05:10","4.186"
"11:05:20","4.198"
"11:05:30","4.227"
"11:05:40","4.312"
"11:05:50","4.400"
"11:06:00","4.399"
"11:06:10","4.438"
"11:06:20","4.485"
"11:06:30","4.546"
"11:06:40","4.568"
"11:06:50","4.606"
"11:07:00","4.645"
"11:07:10","4.694"
"11:07:20","4.745"
"11:07:30","4.801"
"11:07:40","4.849"
"11:07:50","4.901"
"11:08:00","4.959"
"11:08:10","5.008"
"11:08:20","5.049"
"11:08:30","5.095"
"11:08:40","5.175"
"11:08:50","5.233"
"11:09:00","5.275"
"11:09:10","5.343"
"11:09:20","5.378"
"11:09:30","5.447"
"11:09:40","5.490"
"11:09:50","5.540"
"11:10:00","5.615"
"11:10:10","5.666"
"11:10:20","5.747"
"11:10:30","5.812"
"11:10:40","5.798"
"11:10:50","5.710"
"11:11:00","5.531"
"11:11:10","5.337"
"11:11:20","5.246"
"11:11:30","5.180"
"11:11:40","4.889"
"11:11:50","4.677"
"11:12:00","4.266"
"11:12:10","3.803"
"11:12:20","3.727"
"11:12:30","3.867"
"11:12:40","3.931"
"11:12:50","4.089"
"11:13:00","4.142"
"11:13:10","3.952"
"11:13:20","3.985"
"11:13:30","4.012"
"11:13:40","3.978"
"11:13:50","3.930"
"11:14:00","3.991"
"11:14:10","4.057"
"11:14:20","4.000"
"11:14:30","4.004"
"11:14:40","3.980"
"11:14:50","3.889"
"11:15:00","3.809"
"11:15:10","3.962"
"11:15:20","4.011"
"11:15:30","3.941"
"11:15:40","3.986"
"11:15:50","3.931"
"11:16:00","3.818"
"11:16:10","3.846"
"11:16:20","3.907"
"11:16:30","3.901"
"11:16:40","3.916"
"11:16:50","3.940"
"11:17:00","3.918"
"11:17:10","3.913"
"11:17:20","3.897"
"11:17:30","3.882"
"11:17:40","3.897"
"11:17:50","3.881"
"11:18:00","3.878"
"11:18:10","3.878"
"11:18:20","3.872"
"11:18:30","3.885"
"11:18:40","3.897"
"11:18:50","3.903"
"11:19:00","3.902"
"11:19:10","3.879"
"11:19:20","3.889"
"11:19:30","3.891"
"11:19:40","3.897"
"11:19:50","3.883"
"11:20:00","3.872"
"11:20:10","3.883"
"11:20:20","3.883"
"11:20:30","3.892"
"11:20:40","3.882"
"11:20:50","3.878"
"11:21:00","3.871"
"11:21:10","3.884"
"11:21:20","3.857"
"11:21:30","3.782"
"11:21:40","3.569"
"11:21:50","3.341"
"11:22:00","3.202"
"11:22:10","3.049"
"11:22:20","2.794"
"11:22:30","2.349"
"11:22:40","1.835"
"11:22:50","1.436"
"11:23:00","1.237"
"11:23:10","1.268"
"11:23:20","1.275"
"11:23:30","1.334"
"11:23:40","1.193"
"11:23:50","1.233"
"11:24:00","1.154"
"11:24:10","1.097"
"11:24:20","1.213"
"11:24:30","1.091"
"11:24:40","1.003"
"11:24:50","1.094"
"11:25:00","1.078"
"11:25:10","0.960"
"11:25:20","0.794"
"11:25:30","0.850"
"11:25:40","0.836"
"11:25:50","0.790"
"11:26:00","0.698"
"11:26:10","0.737"
"11:26:20","0.610"
"11:26:30","0.580"
"11:26:40","0.550"
"11:26:50","0.561"
"11:27:00","0.496"
"11:27:10","0.480"
"11:27:20","0.451"
"11:27:30","0.426"
"11:27:40","0.344"
"11:27:50","0.330"
"11:28:00","0.327"
"11:28:10","0.292"
"11:28:20","0.254"
"11:28:30","0.222"
"11:28:40","0.208"
"11:28:50","0.216"
"11:29:00","0.193"
"11:29:10","0.155"
"11:29:20","0.153"
"11:29:30","0.158"
"11:29:40","0.115"
"11:29:50","0.105"
"11:30:00","0.104"
"11:30:10","0.075"
"11:30:20","0.079"
"11:30:30","0.075"
"11:30:40","0.081"
"11:30:50","0.099"
"11:31:00","0.061"
"11:31:10","0.062"
"11:31:20","0.058"
"11:31:30","0.052"
"11:31:40","0.063"
"11:31:50","0.079"
"11:32:00","0.084"
"11:32:10","0.006"
"11:32:20","-0.173"
"11:32:30","-0.414"
"11:32:40","-0.626"
"11:32:50","-0.800"
"11:33:00","-0.940"
"11:33:10","-1.244"
"11:33:20","-1.590"
"11:33:30","-1.830"
"11:33:40","-2.375"
"11:33:50","-2.492"
"11:34:00","-2.511"
"11:34:10","-2.297"
"11:34:20","-2.273"
"11:34:30","-2.317"
"11:34:40","-2.263"
"11:34:50","-2.351"
"11:35:00","-2.465"
"11:35:10","-2.437"
"11:35:20","-2.487"
"11:35:30","-2.492"
"11:35:40","-2.563"
"11:35:50","-2.565"
"11:36:00","-2.591"
"11:36:10","-2.608"
"11:36:20","-2.558"
"11:36:30","-2.569"
"11:36:40","-2.602"
"11:36:50","-2.641"
"11:37:00","-2.627"
"11:37:10","-2.643"
"11:37:20","-2.715"
"11:37:30","-2.693"
"11:37:40","-2.669"
"11:37:50","-2.652"
"11:38:00","-2.669"
"11:38:10","-2.635"
"11:38:20","-2.651"
"11:38:30","-2.645"
"11:38:40","-2.653"
"11:38:50","-2.650"
"11:39:00","-2.664"
"11:39:10","-2.685"
"11:39:20","-2.680"
"11:39:30","-2.671"
"11:39:40","-2.673"
"11:39:50","-2.674"
"11:40:00","-2.671"
"11:40:10","-2.660"
"11:40:20","-2.638"
"11:40:30","-2.643"
"11:40:40","-2.641"
"11:40:50","-2.627"
"11:41:00","-2.625"
"11:41:10","-2.627"
"11:41:20","-2.604"
"11:41:30","-2.609"
"11:41:40","-2.604"
"11:41:50","-2.605"
"11:42:00","-2.582"
"11:42:10","-2.573"
"11:42:20","-2.557"
"11:42:30","-2.542"
"11:42:40","-2.552"
"11:42:50","-2.592"
"11:43:00","-2.650"
"11:43:10","-2.823"
"11:43:20","-3.011"
"11:43:30","-3.220"
"11:43:40","-3.372"
"11:43:50","-3.542"
"11:44:00","-3.926"
"11:44:10","-4.300"
"11:44:20","-4.742"
"11:44:30","-4.874"
"11:44:40","-4.786"
"11:44:50","-4.832"
"11:45:00","-4.807"
"11:45:10","-4.984"
"11:45:20","-5.060"
"11:45:30","-4.970"
"11:45:40","-4.994"
"11:45:50","-5.030"
"11:46:00","-4.981"
"11:46:10","-4.921"
"11:46:20","-4.873"
"11:46:30","-4.871"
"11:46:40","-4.866"
"11:46:50","-4.918"
"11:47:00","-4.900"
"11:47:10","-4.877"
"11:47:20","-4.871"
"11:47:30","-4.917"
"11:47:40","-4.956"
"11:47:50","-4.947"
"11:48:00","-4.948"
"11:48:10","-4.950"
"11:48:20","-4.959"
"11:48:30","-4.973"
"11:48:40","-4.972"
"11:48:50","-4.952"
"11:49:00","-4.966"
"11:49:10","-4.952"
"11:49:20","-4.937"
"11:49:30","-4.924"
"11:49:40","-4.936"
"11:49:50","-4.909"
"11:50:00","-4.899"
"11:50:10","-4.894"
"11:50:20","-4.876"
"11:50:30","-4.849"
"11:50:40","-4.859"
"11:50:50","-4.857"
"11:51:00","-4.834"
"11:51:10","-4.804"
"11:51:20","-4.786"
"11:51:30","-4.780"
"11:51:40","-4.766"
"11:51:50","-4.762"
"11:52:00","-4.750"
"11:52:10","-4.731"
"11:52:20","-4.714"
"11:52:30","-4.701"
"11:52:40","-4.709"
"11:52:50","-4.688"
"11:53:00","-4.661"
"11:53:10","-4.630"
"11:53:20","-4.638"
"11:53:30","-4.650"
"11:53:40","-4.718"
"11:53:50","-4.869"
"11:54:00","-5.037"
"11:54:10","-5.213"
"11:54:20","-5.394"
"11:54:30","-5.602"
"11:54:40","-5.943"
"11:54:50","-6.319"
"11:55:00","-6.663"
"11:55:10","-6.979"
"11:55:20","-7.047"
"11:55:30","-6.792"
"11:55:40","-6.772"
"11:55:50","-6.768"
"11:56:00","-6.760"
"11:56:10","-6.780"
"11:56:20","-6.828"
"11:56:30","-6.879"
"11:56:40","-6.868"
"11:56:50","-6.833"
"11:57:00","-6.804"
"11:57:10","-6.753"
"11:57:20","-6.750"
"11:57:30","-6.731"
"11:57:40","-6.703"
"11:57:50","-6.710"
"11:58:00","-6.718"
"11:58:10","-6.735"
"11:58:20","-6.772"
"11:58:30","-6.739"
"11:58:40","-6.702"
"11:58:50","-6.686"
"11:59:00","-6.676"
"11:59:10","-6.647"
"11:59:20","-6.643"
"11:59:30","-6.645"
"11:59:40","-6.613"
"11:59:50","-6.602"
"12:00:00","-6.596"
"12:00:10","-6.585"
"12:00:20","-6.560"
"12:00:30","-6.549"
"12:00:40","-6.525"
"12:00:50","-6.509"
"12:01:00","-6.490"
"12:01:10","-6.463"
"12:01:20","-6.452"
"12:01:30","-6.423"
"12:01:40","-6.405"
"12:01:50","-6.391"
"12:02:00","-6.372"
"12:02:10","-6.352"
"12:02:20","-6.332"
"12:02:30","-6.300"
"12:02:40","-6.280"
"12:02:50","-6.260"
"12:03:00","-6.236"
"12:03:10","-6.211"
"12:03:20","-6.178"
"12:03:30","-6.151"
"12:03:40","-6.138"
"12:03:50","-6.127"
"12:04:00","-6.089"
"12:04:10","-6.067"
"12:04:20","-6.079"
"12:04:30","-6.144"
"12:04:40","-6.316"
"12:04:50","-6.484"
"12:05:00","-6.652"
"12:05:10","-6.800"
"12:05:20","-7.050"
"12:05:30","-7.374"
"12:05:40","-7.700"
"12:05:50","-7.957"
"12:06:00","-8.151"
"12:06:10","-8.268"
"12:06:20","-8.181"
"12:06:30","-8.063"
"12:06:40","-8.043"
"12:06:50","-8.104"
"12:07:00","-8.081"
"12:07:10","-8.037"
"12:07:20","-7.964"
"12:07:30","-7.975"
"12:07:40","-7.987"
"12:07:50","-8.041"
"12:08:00","-8.025"
"12:08:10","-8.013"
"12:08:20","-7.960"
"12:08:30","-7.950"
"12:08:40","-7.947"
"12:08:50","-7.942"
"12:09:00","-7.921"
"12:09:10","-7.919"
"12:09:20","-7.911"
"12:09:30","-7.896"
"12:09:40","-7.880"
"12:09:50","-7.886"
"12:10:00","-7.879"
"12:10:10","-7.852"
"12:10:20","-7.803"
"12:10:30","-7.775"
"12:10:40","-7.741"
"12:10:50","-7.716"
"12:11:00","-7.697"
"12:11:10","-7.686"
"12:11:20","-7.657"
"12:11:30","-7.641"
"12:11:40","-7.616"
"12:11:50","-7.583"
"12:12:00","-7.547"
"12:12:10","-7.519"
"12:12:20","-7.511"
"12:12:30","-7.481"
"12:12:40","-7.450"
"12:12:50","-7.423"
"12:13:00","-7.402"
"12:13:10","-7.379"
"12:13:20","-7.353"
"12:13:30","-7.331"
"12:13:40","-7.304"
"12:13:50","-7.278"
"12:14:00","-7.246"
"12:14:10","-7.216"
"12:14:20","-7.185"
"12:14:30","-7.151"
"12:14:40","-7.132"
"12:14:50","-7.105"
"12:15:00","-7.082"
"12:15:10","-7.047"
"12:15:20","-7.053"
"12:15:30","-7.104"
"12:15:40","-7.254"
"12:15:50","-7.446"
"12:16:00","-7.638"
"12:16:10","-7.814"
"12:16:20","-7.990"
"12:16:30","-8.235"
"12:16:40","-8.493"
"12:16:50","-8.704"
"12:17:00","-8.834"
"12:17:10","-8.911"
"12:17:20","-9.012"
"12:17:30","-8.938"
"12:17:40","-8.880"
"12:17:50","-8.805"
"12:18:00","-8.765"
"12:18:10","-8.753"
"12:18:20","-8.729"
"12:18:30","-8.729"
"12:18:40","-8.733"
"12:18:50","-8.719"
"12:19:00","-8.733"
"12:19:10","-8.716"
"12:19:20","-8.679"
"12:19:30","-8.649"
"12:19:40","-8.642"
"12:19:50","-8.606"
"12:20:00","-8.589"
"12:20:10","-8.575"
"12:20:20","-8.561"
"12:20:30","-8.533"
"12:20:40","-8.512"
"12:20:50","-8.483"
"12:21:00","-8.471"
"12:21:10","-8.435"
"12:21:20","-8.424"
"12:21:30","-8.383"
"12:21:40","-8.356"
